shipment_id,origin,destination,weight,shipping_cost,delivery_date,status
SH-15821,Spain,UK,-8.95,126.12,,Pending
SH-15822,USA,France,37.58,184.07,abc,In Transit
SH-15823,USA,Germany,40.47,-10.7,2024-01-25,Delivered
SH-15824,Tunisia,Italy,0.29,-12.85,2024-08-05,Pending
SH-15825,USA,France,-5.74,-13.72,12/26/2024,In Transit
SH-15826,China,,8.08,27.47,2024-11-27,Delivered
SH-15827,Spain,invalid,32.13,159.53,abc,Delivered
SH-15828,Tunisia,Germany,17.27,,2024-12-28,In Transit
SH-15829,USA,,6.57,53.52,2024/01/03,Pending
SH-15830,China,France,,56.65,2024-09-25,Delivered
SH-15831,USA,,-9.1,invalid,invalid,Delivered
SH-15832,China,abc,22.54,,,Delivered
SH-15833,Germany,invalid,-4.09,172.9,2024/12/26,In Transit
SH-15834,Tunisia,,2.16,13.26,2024/09/03,Pending
SH-15835,Tunisia,Germany,3.36,,2024-06-10,Delivered
SH-15836,China,,43.56,196.74,2024-11-15,In Transit
SH-15837,Spain,Germany,7.06,104.81,2024-01-08,In Transit
SH-15838,USA,Italy,3.21,,,In Transit
SH-15839,USA,UK,,invalid,2024/06/05,Pending
SH-15840,Spain,,41.0,66.0,01/08/2024,Pending
SH-15841,Germany,UK,31.99,117.93,abc,Delivered
SH-15842,Spain,Germany,1.47,76.34,2024-06-24,In Transit
SH-15843,China,Italy,invalid,144.49,09/28/2024,Delivered
SH-2433,USA,Italy,1.02,invalid,09/17/2024,Delivered
SH-15845,Germany,abc,-9.77,186.24,2024-04-23,Pending
SH-15846,China,,37.01,189.24,04/16/2024,Delivered
SH-15847,China,,40.15,139.28,2024-12-19,Pending
SH-15848,Spain,,7.32,66.47,2024-09-04,Pending
SH-15849,Tunisia,UK,15.85,28.58,10/18/2024,In Transit
SH-15850,China,,,50.66,abc,Pending
SH-15851,Germany,France,36.76,85.78,abc,In Transit
SH-15852,USA,Italy,42.24,120.2,12/26/2024,Delivered
SH-15853,China,Germany,-4.08,179.24,11/13/2024,Pending
SH-15854,Germany,abc,15.01,2.88,2024-04-22,In Transit
SH-15855,Germany,UK,45.09,99.48,2024/06/24,In Transit
SH-15856,Tunisia,France,19.24,83.63,2024-07-11,Pending
SH-15857,Tunisia,,4.69,83.32,2024/07/02,Delivered
SH-15858,USA,,28.61,121.62,2024-09-25,In Transit
SH-15859,Spain,France,22.08,87.56,06/18/2024,Delivered
SH-15860,Germany,Italy,19.66,,07/03/2024,In Transit
SH-15861,Germany,France,38.11,72.24,07/23/2024,Pending
SH-15862,China,Germany,4.88,156.12,2024-05-27,In Transit
SH-15863,Tunisia,,49.53,-11.12,08/08/2024,In Transit
SH-15864,Spain,Italy,14.34,-3.64,11/05/2024,Pending
SH-15865,Tunisia,,,,2024/02/24,Pending
SH-15866,China,,-0.87,175.24,2024-11-16,Pending
SH-15867,Spain,Italy,21.85,59.38,2024-04-16,In Transit
SH-2821,China,,22.64,153.06,2024/11/19,Pending
SH-15869,USA,UK,26.41,abc,2024/05/26,Pending
SH-15870,Tunisia,abc,,102.95,2024/01/23,In Transit
SH-15871,USA,UK,3.81,17.33,2024-12-08,Delivered
SH-15872,China,UK,6.35,124.88,2024/04/15,Delivered
SH-2069,USA,France,14.75,119.04,2024-09-16,Pending
SH-15874,China,,26.27,184.6,2024-09-08,In Transit
SH-15875,Spain,Italy,6.85,155.61,01/06/2024,Pending
SH-15876,USA,UK,29.36,102.86,2024/08/05,Pending
SH-2566,Spain,Italy,16.91,abc,2024/09/17,Pending
SH-15878,China,Italy,-8.42,invalid,invalid,Pending
SH-15879,Spain,Italy,-0.96,abc,2024/02/20,In Transit
SH-15880,Tunisia,Italy,invalid,-2.77,2024-10-23,In Transit
SH-15881,USA,invalid,26.67,181.9,2024-04-17,Pending
SH-15882,China,,3.27,2.19,2024-02-05,In Transit
SH-15883,China,Italy,17.62,,2024-03-28,Pending
SH-15884,Spain,,46.38,18.88,10/09/2024,Pending
SH-15885,Tunisia,Italy,-5.15,-10.14,,In Transit
SH-15886,Spain,France,5.52,35.95,09/01/2024,Pending
SH-2507,Germany,UK,23.66,194.45,2024-08-10,Pending
SH-15888,Spain,abc,8.87,-13.22,2024/07/13,Delivered
SH-15889,Germany,France,6.78,124.33,02/16/2024,Delivered
SH-15890,Germany,invalid,-9.76,-6.81,2024-12-28,Pending
SH-15891,Tunisia,Germany,abc,103.51,2024/12/17,In Transit
SH-2709,Germany,Germany,invalid,179.87,2024-06-19,Delivered
SH-15893,Germany,UK,17.03,120.73,2024-11-26,Pending
SH-15894,USA,,42.53,136.7,2024/07/04,Pending
SH-15895,Spain,,11.89,71.58,01/19/2024,Delivered
SH-15896,Germany,France,16.59,,2024-11-18,Pending
SH-15897,USA,France,41.64,194.23,2024-12-15,Pending
SH-15898,Tunisia,UK,41.27,-3.08,10/20/2024,Delivered
SH-15899,Spain,UK,20.04,40.1,11/03/2024,In Transit
SH-15900,USA,Italy,invalid,115.68,04/13/2024,In Transit
SH-15901,Germany,UK,34.94,invalid,2024-05-18,In Transit
SH-2661,Tunisia,,44.68,114.39,abc,Delivered
SH-15903,China,Italy,40.43,60.72,2024-06-20,Delivered
SH-15904,Tunisia,,37.15,invalid,2024/03/12,In Transit
SH-15905,Tunisia,France,47.97,46.63,abc,In Transit
SH-15906,Germany,,,invalid,2024/05/12,In Transit
SH-15907,Germany,France,46.28,55.18,04/07/2024,Delivered
SH-2914,China,France,26.34,-16.6,10/17/2024,In Transit
SH-15909,USA,,25.76,80.24,10/02/2024,In Transit
SH-15910,USA,UK,49.47,-15.02,02/28/2024,In Transit
SH-15911,USA,France,,73.0,07/07/2024,In Transit
SH-15912,China,,19.56,invalid,2024-04-12,Pending
SH-15913,China,UK,49.28,113.26,2024/12/01,Pending
SH-15914,Spain,,,invalid,2024/12/09,In Transit
SH-15915,Tunisia,UK,37.94,76.97,2024-08-17,Pending
SH-15916,USA,France,44.29,142.81,2024/02/07,In Transit
SH-15917,Tunisia,Germany,49.17,3.99,2024/02/25,In Transit
SH-15918,China,France,37.08,159.46,2024-07-19,Pending
SH-15919,Spain,,2.17,111.13,2024/08/20,In Transit
SH-15920,Spain,France,5.41,77.08,02/08/2024,In Transit
SH-15921,USA,UK,12.24,87.09,2024-06-02,Delivered
SH-2690,USA,,0.69,-0.95,01/26/2024,Pending
SH-15923,Spain,UK,33.84,178.73,2024/03/11,Delivered
SH-15924,Spain,France,34.5,33.34,2024-11-01,Pending
SH-15925,Germany,Italy,7.02,190.85,2024-04-08,In Transit
SH-15926,China,,18.72,-12.47,2024/05/03,Delivered
SH-15927,Tunisia,Italy,-5.32,19.43,2024/05/06,In Transit
SH-15928,China,Germany,35.33,121.18,2024/01/15,In Transit
SH-15929,China,Italy,22.77,166.19,2024/11/22,Pending
SH-15930,USA,Germany,-8.79,123.11,2024-12-05,In Transit
SH-15931,Tunisia,France,10.72,,01/24/2024,In Transit
SH-15932,Germany,,,160.01,abc,Delivered
SH-15933,Tunisia,Germany,18.02,-15.75,2024/02/12,Pending
SH-15934,Spain,France,-1.99,abc,2024/07/27,Delivered
SH-15935,USA,UK,13.2,85.69,07/09/2024,In Transit
SH-15936,USA,Italy,38.21,-0.59,10/01/2024,Pending
SH-15937,China,Germany,3.68,89.83,10/01/2024,Delivered
SH-15938,USA,abc,41.38,-13.06,2024-03-08,In Transit
SH-15939,USA,UK,21.02,38.42,10/24/2024,Pending
SH-15940,Germany,,invalid,7.55,2024/06/25,Pending
SH-15941,USA,,-7.91,61.28,,Delivered
SH-15942,Germany,France,49.43,35.01,2024-08-19,Pending
SH-15943,USA,,41.01,-12.73,05/20/2024,Pending
SH-15944,Spain,Italy,15.48,131.48,2024/01/22,Delivered
SH-15945,Spain,,34.22,179.8,07/07/2024,In Transit
SH-15946,Spain,UK,46.49,4.3,2024-03-10,Pending
SH-15947,China,UK,10.65,8.71,2024/01/21,In Transit
SH-15948,USA,,45.06,172.38,2024-06-26,Delivered
SH-15949,China,Germany,6.8,133.09,,In Transit
SH-15950,Spain,Germany,19.09,31.92,2024/10/20,Pending
SH-15951,Spain,France,3.98,invalid,2024/06/21,Delivered
SH-15952,USA,Germany,33.77,39.71,2024-08-01,Pending
SH-15953,USA,,38.53,196.36,2024-03-02,Delivered
SH-15954,USA,,11.42,195.99,invalid,In Transit
SH-15955,Germany,UK,12.05,,2024/09/15,In Transit
SH-2780,Germany,France,6.53,53.78,05/08/2024,Delivered
SH-15957,Tunisia,UK,13.11,122.12,03/27/2024,Pending
SH-15958,Spain,Italy,abc,101.07,12/20/2024,In Transit
SH-15959,Tunisia,UK,49.46,156.88,2024-10-05,In Transit
SH-15960,Spain,Germany,29.25,127.77,2024-06-02,Pending
SH-15961,Spain,,,64.76,2024-08-27,Pending
SH-2718,China,Germany,abc,29.34,03/05/2024,Delivered
SH-15963,Tunisia,,-2.24,31.45,2024-10-11,Pending
SH-15964,China,Italy,34.39,63.54,2024/09/27,Delivered
SH-15965,Germany,France,15.16,1.5,2024-01-11,Pending
SH-15966,USA,Italy,10.64,8.8,12/13/2024,In Transit
SH-15967,Spain,France,48.03,-7.42,2024-02-18,Pending
SH-15968,China,invalid,-5.74,-16.98,2024-01-20,In Transit
SH-15969,China,Italy,18.86,,,In Transit
SH-15970,Spain,Italy,17.93,194.8,2024/06/28,Pending
SH-15971,China,UK,26.43,114.28,2024/08/22,Delivered
SH-15972,Tunisia,Germany,2.77,9.54,2024/08/16,Delivered
SH-15973,USA,,,180.45,2024-10-09,Pending
SH-15974,Germany,,4.33,invalid,2024/06/10,Pending
SH-15975,Tunisia,Germany,11.61,131.47,2024/02/21,Pending
SH-15976,USA,Italy,41.91,154.54,2024/07/15,Delivered
SH-2118,USA,Germany,7.78,48.13,02/19/2024,In Transit
SH-15978,China,Germany,29.44,180.68,08/04/2024,Delivered
SH-15979,USA,,43.23,39.78,,Pending
SH-2529,China,Germany,23.9,126.82,2024-11-11,In Transit
SH-15981,Tunisia,France,36.17,185.23,2024-11-02,Delivered
SH-15982,USA,Italy,14.19,44.63,,In Transit
SH-15983,China,UK,37.06,170.94,08/21/2024,In Transit
SH-15984,Spain,,,16.72,2024/10/11,Delivered
SH-15985,China,invalid,abc,47.13,2024-02-15,Delivered
SH-2969,Spain,Italy,34.93,78.43,2024/03/22,Pending
SH-15987,Germany,Germany,-5.98,,2024/05/20,Pending
SH-15988,Germany,Italy,-5.64,170.69,2024-07-07,Pending
SH-15989,China,Italy,2.57,,2024-02-01,Pending
SH-15990,China,UK,5.59,164.66,2024/07/02,Delivered
SH-2952,Tunisia,Germany,13.27,29.75,invalid,In Transit
SH-15992,Germany,Italy,40.42,158.09,2024-08-01,In Transit
SH-15993,China,Italy,21.73,5.65,2024-07-08,In Transit
SH-15994,Germany,Italy,36.75,45.38,2024/01/09,Delivered
SH-15995,Spain,France,10.51,51.1,2024-09-20,Delivered
SH-15996,USA,Italy,21.08,,2024/06/04,Delivered
SH-15997,Spain,Germany,4.86,34.69,12/10/2024,Delivered
SH-15998,China,France,0.83,43.23,2024/05/18,Pending
SH-15999,Spain,Germany,15.07,85.3,2024/03/14,Delivered
SH-16000,Spain,France,0.92,17.5,09/09/2024,Delivered
SH-16001,USA,,2.21,77.5,2024/06/18,Delivered
SH-16002,Tunisia,UK,41.31,105.07,2024-03-15,Delivered
SH-16003,USA,abc,12.49,abc,2024/08/02,Delivered
SH-16004,Germany,UK,abc,50.23,abc,In Transit
SH-16005,China,Germany,invalid,37.12,07/07/2024,Delivered
SH-16006,Tunisia,Germany,29.55,,04/03/2024,Pending
SH-16007,USA,,13.0,54.7,2024-11-19,In Transit
SH-16008,China,Italy,31.93,91.31,2024-03-16,Delivered
SH-16009,USA,Germany,4.37,183.36,2024/02/26,Pending
SH-16010,China,,-9.24,112.86,2024/09/02,Pending
SH-2891,USA,Germany,7.04,17.93,,Delivered
SH-16012,USA,UK,-5.0,184.51,2024-03-06,In Transit
SH-16013,USA,,25.67,abc,2024/10/28,Pending
SH-16014,Germany,UK,3.47,abc,abc,In Transit
SH-16015,USA,UK,47.35,-19.46,01/06/2024,In Transit
SH-16016,Tunisia,,-3.2,abc,2024/11/09,Pending
SH-2614,China,,49.9,invalid,05/10/2024,Pending
SH-2483,USA,UK,2.95,145.88,,In Transit
SH-16019,USA,UK,15.6,88.11,10/02/2024,In Transit
SH-16020,China,,41.18,156.43,05/03/2024,Pending
SH-16021,Spain,,26.73,,2024-04-01,Delivered
SH-16022,Tunisia,France,10.9,43.25,2024/03/20,Delivered
SH-16023,Tunisia,France,,15.04,11/01/2024,In Transit
SH-16024,Spain,,31.47,79.22,2024-11-22,In Transit
SH-16025,Tunisia,,9.66,180.57,abc,Pending
SH-16026,Spain,Germany,40.2,125.67,invalid,Delivered
SH-16027,Spain,Italy,,,02/04/2024,Pending
SH-16028,China,Germany,1.2,141.52,12/20/2024,Delivered
SH-16029,Spain,Germany,3.63,-19.75,2024-06-13,Pending
SH-16030,USA,,15.67,0.56,03/24/2024,In Transit
SH-16031,China,UK,9.57,94.16,06/09/2024,In Transit
SH-16032,Tunisia,,5.89,146.68,04/21/2024,Pending
SH-2111,Tunisia,UK,-3.78,34.12,abc,In Transit
SH-16034,USA,UK,invalid,34.19,2024-06-13,Pending
SH-16035,Tunisia,UK,20.3,-14.76,invalid,In Transit
SH-16036,USA,,48.16,abc,2024/01/10,Pending
SH-16037,Germany,Germany,15.84,49.23,2024-07-26,Pending
SH-16038,Tunisia,Italy,17.68,158.25,2024/05/09,Delivered
SH-16039,Tunisia,Germany,45.89,193.49,,Delivered
SH-16040,Tunisia,Germany,,196.53,2024-07-13,Delivered
SH-16041,Tunisia,Italy,12.11,144.63,2024/07/14,Delivered
SH-16042,Germany,,15.8,,invalid,In Transit
SH-16043,China,,invalid,168.44,2024/02/21,In Transit
SH-16044,China,France,48.85,139.41,2024-10-05,In Transit
SH-16045,Tunisia,France,26.89,96.72,abc,In Transit
SH-16046,China,France,-8.11,198.73,2024/01/11,Pending
SH-16047,USA,UK,invalid,119.36,2024-12-13,Delivered
SH-16048,Tunisia,UK,41.85,145.52,2024-10-04,In Transit
SH-16049,Germany,,,185.29,2024-05-08,Delivered
SH-16050,China,,24.28,131.76,2024/04/10,Delivered
SH-16051,Tunisia,Italy,34.31,-12.41,,Delivered
SH-16052,Spain,,8.85,-4.26,2024-07-24,Delivered
SH-16053,China,France,35.01,27.62,02/11/2024,Pending
SH-16054,USA,France,-8.81,94.22,2024-02-24,In Transit
SH-16055,Spain,France,7.68,64.23,08/10/2024,Delivered
SH-2464,USA,invalid,10.27,168.87,2024-05-27,Pending
SH-16057,Tunisia,France,18.59,55.53,11/15/2024,In Transit
SH-16058,USA,,34.45,32.23,05/02/2024,Delivered
SH-16059,Spain,abc,42.11,2.06,2024/10/26,In Transit
SH-16060,Spain,Germany,,179.76,2024-01-08,Delivered
SH-16061,China,UK,25.59,129.72,2024/01/19,In Transit
SH-16062,Germany,invalid,,invalid,2024/11/03,Delivered
SH-16063,Spain,Italy,46.25,-10.54,,In Transit
SH-16064,USA,,36.04,115.87,08/10/2024,Pending
SH-16065,China,,27.68,124.62,2024-02-18,Pending
SH-16066,China,Italy,-8.72,-17.56,2024-08-09,In Transit
SH-16067,Spain,Germany,18.13,110.71,2024-09-22,In Transit
SH-16068,China,Germany,3.87,110.03,2024/09/25,Delivered
SH-16069,Tunisia,Italy,,96.34,10/21/2024,Pending
SH-2927,Spain,Germany,33.22,185.68,2024/01/15,Delivered
SH-16071,Tunisia,France,abc,-17.32,2024/07/07,Pending
SH-16072,Germany,,19.03,,07/05/2024,In Transit
SH-16073,USA,Italy,-7.67,118.65,08/21/2024,Delivered
SH-16074,USA,Italy,44.8,55.58,02/21/2024,Delivered
SH-16075,Tunisia,UK,4.7,158.75,,In Transit
SH-16076,Germany,UK,,-17.16,01/21/2024,Delivered
SH-16077,USA,Italy,17.13,80.06,08/25/2024,In Transit
SH-2929,China,,,141.32,2024-04-08,Delivered
SH-16079,China,Italy,45.6,abc,2024-12-28,Pending
SH-16080,China,Germany,0.43,65.27,2024-06-03,In Transit
SH-16081,USA,France,,182.55,,Delivered
SH-16082,Spain,Germany,21.57,172.82,05/14/2024,Pending
SH-16083,USA,Germany,-7.1,,2024-09-08,Delivered
SH-16084,USA,,-7.9,82.75,2024-07-17,Delivered
SH-16085,Tunisia,Germany,41.37,,2024-01-02,In Transit
SH-16086,Germany,UK,invalid,39.21,02/04/2024,Delivered
SH-16087,Germany,Germany,invalid,147.22,2024/10/05,In Transit
SH-16088,Spain,,27.59,78.06,2024/07/02,Delivered
SH-16089,USA,UK,37.02,96.75,2024/12/01,In Transit
SH-16090,Spain,Germany,invalid,123.61,,In Transit
SH-16091,USA,,47.29,3.24,invalid,In Transit
SH-16092,Germany,Italy,-1.15,97.68,2024-04-27,Pending
SH-16093,Tunisia,UK,-3.04,,03/12/2024,In Transit
SH-16094,China,UK,abc,112.28,10/13/2024,Pending
SH-16095,China,Germany,13.92,78.74,04/28/2024,Pending
SH-16096,Germany,,25.15,abc,12/09/2024,Delivered
SH-16097,Spain,Italy,,76.49,2024/11/27,Delivered
SH-16098,China,Italy,-8.16,68.31,2024/05/10,Pending
SH-16099,USA,France,24.01,168.96,2024-08-13,Delivered
SH-16100,Germany,France,47.56,121.67,2024/07/16,Pending
SH-16101,Tunisia,Italy,-9.92,-13.7,2024/11/23,Delivered
SH-16102,Germany,UK,44.15,76.42,2024-05-10,In Transit
SH-16103,Spain,UK,39.79,173.14,2024-10-12,Delivered
SH-16104,Spain,France,19.42,130.01,02/22/2024,Delivered
SH-2907,Spain,Germany,46.49,198.3,12/16/2024,In Transit
SH-16106,Germany,Italy,abc,129.13,03/28/2024,Pending
SH-16107,Germany,France,2.48,171.97,2024-11-20,Pending
SH-16108,Spain,UK,34.61,56.09,,Pending
SH-16109,Tunisia,Germany,34.37,153.13,invalid,In Transit
SH-16110,Tunisia,UK,30.12,126.41,2024/03/05,Pending
SH-16111,Tunisia,Germany,23.58,abc,10/21/2024,Delivered
SH-16112,USA,invalid,40.14,8.36,2024-02-18,In Transit
SH-16113,Spain,Germany,13.96,-7.13,2024-08-26,In Transit
SH-16114,Germany,UK,48.05,79.07,2024/04/09,Delivered
SH-16115,Tunisia,,-8.73,122.4,2024-10-10,Pending
SH-2627,China,,0.3,129.17,04/14/2024,In Transit
SH-16117,Spain,Italy,,148.38,2024-10-03,Delivered
SH-2352,USA,,invalid,143.95,2024-03-14,In Transit
SH-16119,Tunisia,,,115.15,abc,Delivered
SH-16120,Tunisia,Germany,abc,140.94,2024-03-01,Pending
SH-16121,Spain,Germany,-9.08,81.3,2024-04-28,Delivered
SH-16122,China,Italy,10.46,invalid,01/19/2024,Delivered
SH-16123,Spain,Italy,45.2,96.35,2024/04/25,Delivered
SH-2540,USA,Germany,5.74,177.43,2024/04/11,Delivered
SH-16125,Spain,abc,10.14,41.28,10/17/2024,Delivered
SH-16126,Spain,UK,-7.72,58.7,2024-02-16,Delivered
SH-16127,China,France,-4.29,101.95,10/02/2024,In Transit
SH-16128,China,Italy,46.23,73.72,2024-09-06,Pending
SH-16129,Germany,Germany,abc,abc,2024/11/25,Pending
SH-16130,China,,15.07,163.13,2024/02/02,Delivered
SH-16131,USA,UK,,164.39,2024/09/22,In Transit
SH-16132,Spain,,39.97,162.13,2024-10-28,Delivered
SH-16133,Tunisia,,35.0,,,Delivered
SH-16134,Germany,Italy,8.63,,2024-12-02,In Transit
SH-16135,Spain,,abc,,12/15/2024,In Transit
SH-16136,USA,UK,17.17,,09/26/2024,Pending
SH-16137,China,,26.24,151.91,2024/05/21,In Transit
SH-16138,Spain,UK,30.54,194.24,2024/03/27,Pending
SH-16139,Spain,UK,-3.97,invalid,invalid,In Transit
SH-16140,Germany,France,,invalid,07/23/2024,Delivered
SH-16141,Spain,France,24.4,120.76,,Delivered
SH-16142,Tunisia,France,-4.79,117.91,2024-09-02,In Transit
SH-16143,USA,Germany,5.99,44.46,02/14/2024,Pending
SH-16144,China,Italy,invalid,,05/28/2024,In Transit
SH-16145,Tunisia,abc,40.46,76.9,2024/11/27,In Transit
SH-2081,USA,France,abc,7.84,2024-06-27,Pending
SH-16147,Tunisia,Germany,21.5,123.11,2024-02-27,Pending
SH-16148,Tunisia,UK,22.68,91.5,,In Transit
SH-16149,Germany,Germany,4.08,152.36,invalid,Pending
SH-16150,USA,,7.12,172.87,2024-04-16,In Transit
SH-16151,China,,11.03,invalid,12/19/2024,Pending
SH-16152,Tunisia,,-5.95,18.64,2024-10-17,Delivered
SH-16153,Tunisia,UK,39.85,35.14,06/22/2024,Delivered
SH-16154,China,UK,18.18,5.91,2024/03/01,In Transit
SH-16155,Germany,UK,45.84,171.77,2024-03-04,Pending
SH-16156,Germany,France,34.77,,,In Transit
SH-16157,USA,,15.63,20.36,2024-09-09,In Transit
SH-16158,Tunisia,UK,-1.07,31.17,abc,Pending
SH-16159,Spain,Germany,18.72,84.34,2024-10-10,Delivered
SH-16160,Germany,UK,-4.59,145.0,03/24/2024,Pending
SH-16161,China,France,29.43,132.9,2024-05-05,Delivered
SH-16162,China,,29.17,3.02,,Pending
SH-16163,China,,30.31,110.35,2024/08/02,Pending
SH-16164,Germany,,49.22,123.81,07/24/2024,Delivered
SH-16165,Germany,Germany,31.03,41.49,06/19/2024,Delivered
SH-16166,Spain,UK,38.31,129.04,,In Transit
SH-16167,Tunisia,Italy,4.05,25.68,2024-09-07,Delivered
SH-16168,China,,13.36,94.3,2024/07/19,Pending
SH-16169,Tunisia,invalid,37.91,-18.83,2024/07/27,Delivered
SH-16170,Tunisia,,-6.55,,2024/08/06,In Transit
SH-16171,USA,Germany,18.76,-9.14,,Pending
SH-2338,USA,,41.28,92.61,10/04/2024,In Transit
SH-16173,Spain,France,41.27,94.88,2024/02/26,Delivered
SH-16174,Germany,,30.47,124.27,2024-07-05,Pending
SH-2389,Spain,UK,-9.83,176.28,2024-09-14,Pending
SH-16176,China,UK,38.41,119.61,2024-02-23,In Transit
SH-16177,Spain,France,10.13,50.78,2024/07/26,Pending
SH-16178,Tunisia,UK,44.24,176.62,2024/10/19,Pending
SH-16179,Spain,France,abc,115.25,invalid,Delivered
SH-16180,Spain,France,27.17,62.36,12/15/2024,Delivered
SH-16181,Germany,UK,38.57,32.64,abc,Pending
SH-2972,China,Italy,-6.39,47.14,2024/01/02,Pending
SH-16183,Tunisia,,-5.24,116.91,08/14/2024,Pending
SH-2090,USA,Italy,12.57,30.32,2024/05/23,Delivered
SH-16185,Spain,Italy,10.04,,10/26/2024,Delivered
SH-16186,USA,Italy,-3.97,2.85,10/23/2024,In Transit
SH-16187,Spain,UK,-7.54,50.92,2024-09-01,In Transit
SH-16188,China,UK,1.35,,2024/04/16,In Transit
SH-16189,Spain,Germany,3.95,,abc,Delivered
SH-16190,Spain,,,171.08,2024-10-26,Pending
SH-16191,USA,Italy,1.52,4.18,08/16/2024,Delivered
SH-16192,Spain,,46.84,invalid,2024-07-11,Delivered
SH-16193,USA,UK,,63.6,2024/05/12,Delivered
SH-16194,China,France,20.77,159.38,2024-10-25,Pending
SH-2501,China,UK,31.02,178.64,03/28/2024,Delivered
SH-16196,China,,20.21,98.41,2024-02-21,Delivered
SH-16197,Tunisia,,5.53,191.29,2024/12/13,Delivered
SH-16198,China,,,-16.09,2024-11-28,Delivered
SH-16199,USA,UK,invalid,,2024/03/08,Pending
SH-2874,Germany,Italy,49.35,14.92,08/20/2024,Delivered
SH-16201,China,Italy,,76.2,,Delivered
SH-2006,Spain,,37.75,,2024/11/19,Pending
SH-2910,Germany,invalid,33.89,88.29,2024/04/13,Delivered
SH-16204,Spain,Germany,abc,-2.38,2024-01-24,Delivered
SH-16205,USA,Italy,44.73,-4.62,2024-04-13,In Transit
SH-16206,Tunisia,UK,8.9,174.43,05/12/2024,Pending
SH-16207,China,France,49.16,191.15,2024-06-09,Delivered
SH-16208,USA,UK,34.81,122.07,2024-03-25,Pending
SH-16209,USA,UK,18.28,100.04,2024/03/04,In Transit
SH-16210,Germany,UK,9.41,23.67,abc,Delivered
SH-16211,Tunisia,Italy,41.05,143.2,2024-06-06,In Transit
SH-16212,Tunisia,France,6.72,120.06,06/17/2024,Delivered
SH-16213,China,UK,10.14,89.87,abc,Pending
SH-16214,China,abc,15.98,105.22,2024-04-06,Delivered
SH-16215,Spain,UK,abc,53.75,04/09/2024,Pending
SH-16216,China,Germany,31.62,144.64,10/13/2024,In Transit
SH-16217,Spain,France,-2.78,abc,04/01/2024,Delivered
SH-16218,China,,8.2,8.4,,In Transit
SH-16219,Spain,,25.85,99.69,,Delivered
SH-16220,Germany,France,25.04,68.73,07/24/2024,Pending
SH-2984,Tunisia,UK,47.23,126.09,2024-03-25,Delivered
SH-16222,Tunisia,France,26.78,98.63,12/14/2024,Delivered
SH-16223,China,Germany,,-5.24,2024-01-08,In Transit
SH-16224,USA,Germany,-8.14,-9.83,2024/06/01,In Transit
SH-16225,Spain,Italy,20.74,55.89,2024-01-15,Delivered
SH-2430,Tunisia,Italy,,141.7,2024/05/25,Pending
SH-16227,Tunisia,,46.91,129.04,2024-05-25,Delivered
SH-16228,Germany,Italy,12.59,invalid,03/01/2024,Delivered
SH-16229,Germany,France,48.54,invalid,2024-06-17,In Transit
SH-16230,China,UK,24.51,130.99,2024-01-18,In Transit
SH-16231,Tunisia,UK,9.26,179.84,2024-08-07,Pending
SH-16232,Germany,France,44.09,40.34,10/08/2024,Delivered
SH-16233,China,France,46.32,-8.13,abc,Pending
SH-16234,China,,7.78,135.55,2024/01/18,Pending
SH-16235,China,France,,164.53,06/07/2024,In Transit
SH-16236,USA,,5.69,106.0,abc,In Transit
SH-2149,Germany,Germany,29.53,31.47,abc,In Transit
SH-16238,USA,Germany,39.02,77.64,01/25/2024,In Transit
SH-16239,Spain,,43.25,abc,2024-05-27,Pending
SH-16240,Germany,France,43.14,44.85,2024-08-08,In Transit
SH-16241,China,,34.27,,2024/09/09,Pending
SH-16242,Germany,France,18.11,89.0,2024-07-08,Pending
SH-16243,Germany,abc,23.04,197.28,04/18/2024,In Transit
SH-16244,China,Germany,26.78,50.47,2024-08-10,In Transit
SH-2131,China,Germany,12.41,103.74,10/12/2024,Pending
SH-2719,Germany,Italy,-2.46,60.21,11/16/2024,In Transit
SH-16247,Tunisia,invalid,,,invalid,Pending
SH-2322,Spain,,44.09,32.88,,Delivered
SH-16249,Spain,Italy,,30.09,2024/02/06,In Transit
SH-16250,Germany,,16.18,,2024-07-10,Pending
SH-16251,USA,,5.48,159.29,2024/02/13,Delivered
SH-16252,Tunisia,Germany,24.95,107.33,invalid,In Transit
SH-16253,USA,France,27.03,-1.41,,Pending
SH-16254,USA,Italy,8.28,invalid,02/14/2024,In Transit
SH-16255,Tunisia,Italy,42.94,34.32,09/12/2024,In Transit
SH-16256,USA,Germany,-3.33,159.5,,Delivered
SH-16257,Tunisia,Italy,11.08,68.03,2024-06-11,Pending
SH-16258,Germany,France,4.24,32.39,06/21/2024,Pending
