origin,destination,weight,delivery_date,status
Tunisia,France,28.29,2024-12-13,Delivered
Germany,France,16.56,2024-10-09,In Transit
USA,UK,7.95,2024-06-12,Delivered
Spain,Italy,2.92,2024-05-04,Pending
Germany,Germany,47.65,2024-08-13,Pending
Spain,Italy,-3.51,2024-02-18,In Transit
Spain,UK,44.73,2024-10-09,Delivered
Spain,France,42.22,2024-08-10,In Transit
Tunisia,UK,15.63,2024-02-19,In Transit
Spain,France,-7.89,2024-12-14,Delivered
USA,UK,21.9,2024-12-17,Pending
Germany,France,49.67,2024-10-09,Delivered
Tunisia,Germany,32.1,2024-07-01,In Transit
Germany,Germany,11.29,2024-10-09,Delivered
China,UK,5.29,2024-07-04,Pending
Germany,Germany,24.76,2024-10-09,In Transit
USA,France,13.48,2024-07-27,Pending
Spain,UK,29.57,2024-09-06,Delivered
Germany,UK,35.25,2024-06-25,Pending
China,France,23.07,2024-10-09,In Transit
USA,France,45.29,2024-02-28,Pending
Spain,France,-6.24,2024-06-01,In Transit
USA,France,9.88,2024-09-13,Pending
China,UK,37.93,2024-09-06,In Transit
China,Germany,6.95,2024-05-27,Pending
Germany,France,17.06,2024-06-14,In Transit
Spain,France,40.62,2024-03-07,In Transit
Germany,Germany,19.75,2024-10-04,In Transit
Germany,France,7.95,2024-05-25,Pending
China,Italy,7.68,2024-03-18,Pending
Tunisia,Italy,49.89,2024-10-09,Pending
China,Italy,-8.64,2024-08-22,Pending
Germany,Germany,5.55,2024-06-25,Delivered
China,France,2.03,2024-03-14,Pending
Tunisia,France,12.4,2024-10-09,In Transit
Germany,France,-1.6,2024-11-18,In Transit
China,France,20.19,2024-10-09,In Transit
China,Italy,19.49,2024-07-14,Pending
Spain,Italy,7.95,2024-12-02,Pending
Spain,Germany,-0.91,2024-08-27,Pending
Spain,Italy,-1.74,2024-06-15,Pending
Germany,France,10.08,2024-01-02,Pending
Germany,France,14.85,2024-11-23,In Transit
USA,UK,7.95,2024-06-07,Delivered
China,UK,23.3,2024-01-08,Delivered
USA,France,37.08,2024-05-14,Delivered
Tunisia,France,-7.83,2024-07-25,Delivered
Spain,Italy,-1.48,2024-12-06,Pending
Tunisia,France,36.29,2024-12-04,Delivered
Germany,France,49.96,2024-08-08,In Transit
USA,France,10.32,2024-05-24,Delivered
China,France,31.77,2024-07-03,In Transit
USA,Italy,45.79,2024-04-03,Pending
USA,France,7.98,2024-10-09,Delivered
Spain,Germany,7.95,2024-09-09,Delivered
Germany,UK,20.48,2024-06-12,In Transit
China,Italy,7.95,2024-02-21,Delivered
Germany,France,7.95,2024-05-04,Pending
Germany,Italy,30.45,2024-11-14,In Transit
China,France,7.95,2024-12-25,Pending
China,UK,13.94,2024-04-23,Delivered
USA,France,-9.91,2024-10-09,In Transit
Germany,UK,-7.49,2024-07-01,Pending
Tunisia,France,48.62,2024-04-04,In Transit
Tunisia,Italy,-4.98,2024-10-09,Pending
Spain,France,29.88,2024-03-15,Pending
Germany,UK,7.95,2024-04-24,Pending
China,France,0.74,2024-11-05,Delivered
Spain,Germany,-7.92,2024-10-09,In Transit
Germany,UK,21.62,2024-10-20,In Transit
China,UK,14.59,2024-06-06,Pending
USA,France,19.55,2024-08-26,Delivered
China,Germany,44.77,2024-07-13,In Transit
Germany,France,41.6,2024-06-09,Delivered
USA,Germany,12.19,2024-05-20,Delivered
Spain,UK,7.95,2024-12-01,Delivered
USA,Germany,35.43,2024-11-12,In Transit
USA,France,22.63,2024-06-19,Pending
USA,France,-3.84,2024-12-05,Pending
Tunisia,France,32.06,2024-02-27,Delivered
Tunisia,UK,40.47,2024-04-10,Delivered
China,France,40.15,2024-02-07,In Transit
USA,UK,14.01,2024-10-09,Pending
Germany,France,-5.54,2024-03-01,In Transit
USA,France,2.41,2024-05-07,In Transit
Tunisia,Italy,7.95,2024-03-01,In Transit
Spain,France,6.75,2024-11-27,Delivered
China,UK,14.98,2024-04-02,Pending
USA,France,7.95,2024-03-04,In Transit
China,France,19.32,2024-06-08,Pending
China,Germany,36.28,2024-08-08,Delivered
USA,Germany,23.35,2024-03-03,In Transit
USA,Italy,7.95,2024-09-19,In Transit
USA,Germany,7.95,2024-11-07,Delivered
China,UK,-3.55,2024-11-23,Delivered
Tunisia,Italy,32.7,2024-01-08,Pending
Spain,Italy,45.06,2024-10-06,In Transit
Germany,France,2.81,2024-01-01,In Transit
Tunisia,Italy,48.3,2024-07-16,In Transit
China,UK,-7.75,2024-12-25,Pending
China,Italy,37.19,2024-11-10,In Transit
China,France,8.39,2024-11-25,Pending
Spain,France,37.93,2024-08-09,Pending
Spain,France,6.04,2024-04-04,Pending
Germany,Germany,11.02,2024-04-06,In Transit
Spain,France,26.25,2024-11-24,In Transit
Spain,France,47.4,2024-03-11,In Transit
Germany,France,37.68,2024-01-22,Pending
USA,France,15.55,2024-01-09,In Transit
Germany,France,13.87,2024-10-09,Pending
USA,Italy,39.81,2024-11-13,In Transit
Tunisia,France,37.88,2024-07-10,Pending
Spain,France,10.31,2024-10-09,In Transit
USA,France,23.19,2024-04-20,In Transit
Tunisia,France,7.95,2024-11-05,Pending
Spain,France,46.49,2024-08-23,Delivered
Spain,Italy,7.95,2024-07-12,Pending
Germany,Italy,47.16,2024-11-05,In Transit
USA,France,21.54,2024-11-27,In Transit
USA,France,25.93,2024-08-09,Pending
Germany,Italy,8.61,2024-09-14,Pending
Germany,France,48.49,2024-10-09,In Transit
Germany,Germany,7.95,2024-02-15,In Transit
Spain,France,15.07,2024-05-25,Delivered
Spain,France,46.42,2024-04-10,Delivered
Germany,France,1.21,2024-10-09,In Transit
Germany,Germany,2.58,2024-03-21,In Transit
USA,UK,44.98,2024-05-20,Pending
Spain,Germany,-6.81,2024-10-09,Delivered
Tunisia,Italy,13.66,2024-09-06,Pending
Tunisia,France,5.25,2024-01-11,In Transit
China,UK,2.01,2024-03-22,In Transit
China,Germany,42.05,2024-07-22,Pending
China,Germany,11.25,2024-10-09,In Transit
Spain,UK,23.21,2024-04-06,Delivered
Tunisia,Italy,12.84,2024-08-15,Pending
Tunisia,UK,26.64,2024-10-09,In Transit
Tunisia,Germany,37.59,2024-11-06,Pending
Spain,Germany,29.79,2024-12-04,In Transit
Germany,France,2.16,2024-12-28,Pending
USA,Italy,32.81,2024-06-07,Delivered
Tunisia,France,35.5,2024-12-09,Pending
Spain,Germany,14.37,2024-05-04,Pending
Germany,France,7.95,2024-01-16,Delivered
Tunisia,Germany,46.79,2024-02-27,Pending
China,Italy,-4.75,2024-07-12,Delivered
China,France,17.52,2024-07-04,Pending
Spain,France,21.78,2024-09-26,Pending
USA,UK,25.34,2024-10-09,Delivered
Tunisia,France,7.95,2024-10-10,Pending
Germany,Italy,43.18,2024-06-06,Pending
USA,France,26.54,2024-01-04,In Transit
Tunisia,France,2.49,2024-10-20,Pending
Spain,France,8.88,2024-09-09,Pending
Spain,France,20.57,2024-09-25,Delivered
Tunisia,France,-0.99,2024-06-19,In Transit
Tunisia,France,-1.98,2024-12-15,Delivered
Germany,Italy,11.59,2024-05-23,Delivered
China,France,35.54,2024-12-22,Delivered
Germany,France,21.5,2024-05-20,Delivered
Spain,Germany,-3.95,2024-02-09,Delivered
Tunisia,Italy,38.82,2024-10-09,In Transit
Spain,Italy,12.03,2024-10-09,Pending
Spain,France,21.17,2024-03-02,Pending
USA,France,20.93,2024-12-05,Delivered
China,France,10.91,2024-08-14,In Transit
Germany,Germany,-2.4,2024-01-25,Pending
Spain,Germany,-1.42,2024-10-22,In Transit
USA,France,16.88,2024-07-17,Pending
Germany,UK,24.61,2024-10-25,In Transit
Tunisia,UK,33.41,2024-03-21,Delivered
Tunisia,France,8.72,2024-10-12,Pending
Tunisia,Italy,48.65,2024-08-03,Delivered
Tunisia,France,1.39,2024-04-25,Delivered
USA,Italy,7.95,2024-10-09,Delivered
Spain,Italy,3.87,2024-06-27,In Transit
Spain,France,29.64,2024-05-16,In Transit
Germany,Germany,42.88,2024-04-25,Delivered
China,Germany,34.19,2024-10-09,Pending
Germany,UK,9.74,2024-05-19,Delivered
USA,France,7.95,2024-02-01,In Transit
USA,Germany,-1.97,2024-02-16,Pending
Germany,France,48.92,2024-12-12,Pending
USA,France,37.0,2024-03-22,Pending
Germany,Italy,26.8,2024-04-21,Pending
Spain,Italy,43.3,2024-11-13,Delivered
Tunisia,UK,7.95,2024-07-26,Pending
USA,Germany,-8.27,2024-04-27,In Transit
Tunisia,France,-5.67,2024-09-17,Delivered
USA,UK,7.28,2024-08-01,In Transit
China,France,18.11,2024-01-17,Delivered
Tunisia,France,7.95,2024-09-13,Delivered
USA,Italy,19.72,2024-06-20,Delivered
USA,UK,7.95,2024-04-28,Delivered
Tunisia,France,3.71,2024-02-20,Pending
China,UK,12.96,2024-10-09,In Transit
Germany,France,15.15,2024-10-11,Pending
China,France,0.79,2024-03-01,In Transit
Tunisia,France,31.86,2024-10-09,In Transit
USA,France,39.45,2024-03-26,Delivered
USA,Italy,45.82,2024-10-13,Delivered
China,France,39.96,2024-10-11,Delivered
Germany,Italy,28.31,2024-03-12,Delivered
Spain,Germany,42.7,2024-10-16,Delivered
USA,UK,37.55,2024-01-10,Delivered
USA,Italy,0.32,2024-03-08,Pending
USA,Italy,-0.94,2024-07-26,Delivered
USA,France,7.08,2024-10-09,Delivered
Germany,Germany,36.14,2024-10-08,Pending
Tunisia,Italy,-3.84,2024-10-17,In Transit
USA,Germany,-4.14,2024-12-27,Pending
China,France,38.32,2024-01-13,In Transit
China,UK,22.35,2024-12-01,In Transit
Tunisia,France,36.53,2024-08-02,Pending
China,France,48.88,2024-10-19,In Transit
USA,Germany,14.56,2024-07-01,In Transit
Tunisia,Italy,39.31,2024-12-28,In Transit
China,France,17.7,2024-09-22,Pending
USA,France,-2.95,2024-06-13,Delivered
USA,Germany,-6.14,2024-10-09,In Transit
China,UK,33.11,2024-02-04,Delivered
Germany,Italy,6.01,2024-05-15,In Transit
Germany,France,42.36,2024-07-28,Pending
USA,France,-2.8,2024-11-21,In Transit
Spain,Germany,21.03,2024-01-19,Delivered
Tunisia,UK,34.43,2024-09-11,Delivered
USA,UK,23.59,2024-10-22,Delivered
Germany,France,-0.49,2024-01-02,In Transit
Spain,France,33.22,2024-07-02,Delivered
USA,Germany,43.39,2024-08-23,Delivered
Tunisia,Italy,28.14,2024-06-12,Pending
China,France,3.47,2024-10-09,Delivered
Germany,France,-3.36,2024-12-08,In Transit
USA,France,34.96,2024-10-22,Delivered
Spain,France,7.79,2024-03-12,In Transit
Germany,Germany,7.95,2024-03-05,Delivered
Tunisia,Germany,-1.91,2024-10-28,Pending
USA,Italy,44.85,2024-10-09,Pending
Germany,France,46.08,2024-10-07,Delivered
China,Germany,2.82,2024-04-04,Pending
Spain,France,43.63,2024-04-14,Delivered
Spain,Germany,39.14,2024-10-09,In Transit
China,France,28.01,2024-09-22,Pending
Spain,France,17.85,2024-11-03,Pending
Tunisia,France,7.95,2024-12-19,Delivered
Tunisia,Germany,11.94,2024-02-17,Delivered
Spain,France,10.44,2024-01-25,Delivered
China,Italy,15.35,2024-08-18,Pending
USA,France,46.24,2024-10-09,Pending
Tunisia,UK,0.44,2024-02-04,Pending
Tunisia,France,7.95,2024-02-07,Delivered
Spain,France,27.05,2024-05-07,Delivered
China,Germany,7.95,2024-10-22,Delivered
Tunisia,France,33.29,2024-12-17,Pending
USA,UK,23.83,2024-10-09,Pending
USA,UK,-7.18,2024-11-05,In Transit
Spain,France,42.32,2024-03-13,Pending
Germany,UK,-1.78,2024-11-07,In Transit
Tunisia,France,-0.48,2024-10-09,In Transit
Spain,France,28.0,2024-06-25,Delivered
China,UK,15.13,2024-10-09,Pending
China,Italy,28.87,2024-08-11,In Transit
Germany,France,7.87,2024-10-09,In Transit
Spain,France,7.95,2024-10-28,In Transit
Germany,Germany,42.59,2024-06-16,Delivered
Spain,Germany,18.41,2024-08-22,Pending
China,France,4.68,2024-09-19,Delivered
Spain,France,7.95,2024-03-24,Delivered
Tunisia,France,36.26,2024-09-28,In Transit
Tunisia,France,-7.16,2024-04-05,In Transit
Germany,Germany,35.21,2024-10-09,Pending
Spain,France,25.17,2024-10-05,Pending
China,Italy,28.83,2024-12-19,In Transit
Spain,France,12.59,2024-02-18,Pending
China,France,48.34,2024-11-28,Pending
Germany,UK,34.55,2024-10-09,Delivered
China,UK,32.15,2024-12-17,In Transit
Spain,Italy,48.36,2024-10-09,Pending
Spain,France,-0.56,2024-03-25,In Transit
Spain,Germany,7.95,2024-07-18,Delivered
Tunisia,Germany,37.68,2024-10-09,Pending
USA,France,16.23,2024-01-27,Delivered
Tunisia,Italy,13.0,2024-10-13,In Transit
China,Germany,15.24,2024-12-25,Pending
China,France,-5.3,2024-05-25,In Transit
Spain,France,-8.88,2024-09-25,In Transit
Spain,Italy,15.21,2024-07-12,In Transit
Germany,UK,13.39,2024-07-08,Pending
China,France,30.57,2024-11-21,In Transit
China,France,-8.69,2024-10-09,Pending
China,Germany,33.74,2024-02-23,Pending
China,France,37.79,2024-06-04,Delivered
Germany,UK,32.61,2024-02-03,Pending
Tunisia,France,46.97,2024-12-14,Pending
USA,France,42.88,2024-01-06,Delivered
Spain,France,-6.96,2024-10-09,In Transit
USA,France,7.95,2024-11-10,In Transit
USA,Germany,47.19,2024-09-03,In Transit
China,UK,49.04,2024-06-17,Delivered
Spain,UK,8.37,2024-05-14,In Transit
USA,UK,3.77,2024-11-24,Delivered
USA,UK,1.26,2024-10-11,Pending
Tunisia,UK,44.58,2024-02-07,In Transit
USA,France,20.66,2024-07-19,Pending
USA,France,45.72,2024-06-06,Pending
Tunisia,France,6.83,2024-12-08,Delivered
Tunisia,Germany,-4.2,2024-07-22,Pending
China,UK,29.75,2024-12-23,Pending
USA,France,27.57,2024-11-23,Delivered
China,France,7.95,2024-02-08,In Transit
USA,France,-5.94,2024-05-06,Delivered
China,Germany,14.4,2024-06-08,Delivered
Germany,Italy,13.06,2024-09-08,In Transit
Germany,France,5.38,2024-02-06,Delivered
Germany,France,25.06,2024-12-23,Delivered
Tunisia,France,21.08,2024-09-23,In Transit
USA,France,36.1,2024-06-12,In Transit
China,France,32.19,2024-12-15,Delivered
China,France,28.41,2024-02-17,In Transit
Spain,France,41.68,2024-02-08,Pending
China,UK,22.95,2024-10-09,Delivered
Tunisia,France,36.0,2024-10-11,Pending
Germany,France,7.95,2024-06-10,Delivered
China,France,7.95,2024-03-26,Pending
China,UK,31.5,2024-12-25,In Transit
China,Germany,41.22,2024-02-08,Pending
Spain,France,49.61,2024-07-02,Pending
Germany,France,7.07,2024-01-14,Delivered
China,France,47.01,2024-06-07,In Transit
USA,France,7.95,2024-07-14,Pending
Germany,France,30.03,2024-04-09,Delivered
Spain,Germany,-5.48,2024-01-20,Pending
Spain,UK,33.1,2024-01-05,Delivered
Germany,France,7.95,2024-04-22,In Transit
Spain,UK,24.72,2024-04-27,Delivered
Germany,Italy,15.79,2024-06-18,In Transit
China,France,33.43,2024-09-22,In Transit
Tunisia,Germany,7.48,2024-09-13,In Transit
China,France,0.14,2024-07-15,Delivered
Germany,Germany,26.91,2024-10-09,In Transit
China,France,2.45,2024-05-25,In Transit
Tunisia,France,15.33,2024-05-02,Delivered
Tunisia,Italy,7.03,2024-11-12,In Transit
China,France,10.01,2024-11-20,Delivered
China,France,24.88,2024-02-14,Pending
Spain,UK,24.91,2024-01-24,Delivered
Spain,Germany,49.5,2024-06-16,In Transit
China,Germany,40.02,2024-06-17,Delivered
Tunisia,Germany,41.04,2024-07-23,Pending
Spain,France,26.3,2024-02-07,In Transit
Tunisia,Italy,-0.11,2024-08-26,In Transit
Tunisia,UK,42.27,2024-05-20,Delivered
China,France,11.7,2024-02-17,Pending
Germany,Italy,7.95,2024-09-13,Delivered
Spain,UK,37.8,2024-04-06,Pending
China,France,8.19,2024-06-08,Pending
Spain,Italy,-4.03,2024-09-20,In Transit
Germany,Germany,23.42,2024-08-03,In Transit
Tunisia,Italy,34.21,2024-04-19,In Transit
Germany,France,1.85,2024-10-06,Delivered
USA,Germany,49.17,2024-08-25,Delivered
Tunisia,France,-9.15,2024-02-06,Pending
Tunisia,UK,7.54,2024-05-20,Pending
China,Germany,45.23,2024-09-21,Pending
Spain,France,3.26,2024-08-14,Delivered
Tunisia,UK,36.38,2024-06-12,In Transit
Germany,France,9.91,2024-04-07,Pending
Spain,Germany,32.08,2024-11-15,Delivered
Germany,France,-1.68,2024-06-02,In Transit
Tunisia,Italy,17.07,2024-02-13,Pending
Tunisia,UK,-1.31,2024-03-04,Pending
Tunisia,France,11.39,2024-02-01,In Transit
Germany,France,-4.78,2024-10-09,Delivered
Tunisia,France,19.76,2024-01-27,Pending
China,UK,3.9,2024-06-24,Delivered
China,Italy,11.32,2024-10-09,In Transit
China,Germany,19.81,2024-01-20,Pending
Tunisia,France,41.15,2024-06-14,Delivered
Germany,Germany,-3.59,2024-09-05,In Transit
USA,France,-3.88,2024-04-02,Delivered
China,UK,23.47,2024-09-14,Delivered
USA,France,-3.04,2024-08-04,Pending
Spain,UK,42.92,2024-10-09,In Transit
Spain,France,25.15,2024-02-24,Pending
Tunisia,France,-4.05,2024-03-20,In Transit
USA,Italy,38.36,2024-05-03,Delivered
USA,Italy,13.45,2024-11-04,Delivered
USA,UK,7.95,2024-02-06,Delivered
China,Italy,-2.01,2024-05-21,Pending
Spain,Germany,31.25,2024-02-11,Pending
Tunisia,UK,49.25,2024-06-14,Delivered
Germany,France,5.03,2024-09-11,Delivered
Spain,France,10.0,2024-11-12,Pending
USA,France,29.73,2024-01-03,Delivered
Tunisia,Germany,-6.16,2024-05-13,In Transit
Spain,France,23.99,2024-06-01,Delivered
Tunisia,Italy,-8.11,2024-12-08,Delivered
USA,France,6.32,2024-11-25,Pending
USA,France,45.66,2024-07-26,Pending
USA,France,32.93,2024-01-08,Pending
China,UK,34.63,2024-10-09,Pending
China,France,8.2,2024-03-18,Delivered
Germany,Italy,31.59,2024-03-22,Pending
Tunisia,France,-8.52,2024-05-11,Delivered
China,UK,48.09,2024-10-24,Pending
USA,France,49.23,2024-01-24,In Transit
Germany,Italy,33.28,2024-10-09,Delivered
China,Germany,-0.87,2024-09-25,In Transit
Spain,France,26.21,2024-02-07,In Transit
Germany,France,35.37,2024-10-09,In Transit
Tunisia,UK,45.61,2024-10-25,Delivered
China,Italy,28.84,2024-06-21,In Transit
Spain,Italy,20.07,2024-10-09,Pending
China,Germany,-3.76,2024-10-09,Delivered
China,France,17.25,2024-07-16,Pending
Germany,Italy,35.88,2024-10-12,Delivered
China,France,32.49,2024-10-09,In Transit
Spain,Italy,19.71,2024-10-21,In Transit
Spain,UK,-0.07,2024-06-22,In Transit
China,France,-4.95,2024-02-03,Pending
Germany,France,-5.04,2024-06-21,In Transit
Spain,UK,-3.74,2024-04-12,Delivered
China,Italy,36.37,2024-05-18,Pending
Spain,France,35.58,2024-11-25,Pending
Tunisia,Italy,38.76,2024-03-25,Delivered
USA,Germany,49.67,2024-01-26,In Transit
China,UK,-7.55,2024-06-08,Delivered
USA,France,23.6,2024-02-10,Delivered
USA,France,7.95,2024-08-24,Delivered
Germany,Germany,7.95,2024-04-06,Pending
Tunisia,Italy,-2.5,2024-05-26,Delivered
Spain,Italy,6.54,2024-03-25,Pending
USA,France,21.3,2024-02-21,Pending
Germany,Italy,7.95,2024-02-25,In Transit
Tunisia,Italy,20.97,2024-10-11,Delivered
Tunisia,France,29.91,2024-05-14,In Transit
Tunisia,UK,11.15,2024-08-01,Delivered
Tunisia,UK,27.98,2024-12-25,In Transit
USA,UK,7.95,2024-05-23,Delivered
Germany,Germany,-1.54,2024-10-09,In Transit
Spain,Germany,26.65,2024-05-11,Pending
Spain,Italy,7.95,2024-05-27,Pending
Germany,Germany,-1.68,2024-10-09,Delivered
Germany,France,-2.1,2024-04-16,In Transit
Spain,UK,-7.89,2024-11-12,Delivered
China,France,44.57,2024-10-09,In Transit
China,France,5.45,2024-10-09,In Transit
Spain,France,-5.71,2024-01-16,Delivered
Tunisia,France,45.73,2024-08-27,In Transit
Germany,France,27.46,2024-12-06,In Transit
China,France,49.72,2024-06-23,Pending
Tunisia,France,7.95,2024-02-17,In Transit
USA,France,29.3,2024-06-05,Delivered
Spain,France,6.42,2024-04-11,Pending
USA,UK,34.16,2024-04-18,Delivered
Tunisia,France,29.47,2024-11-01,Delivered
Spain,France,12.54,2024-10-24,In Transit
China,Germany,23.32,2024-09-21,In Transit
Germany,France,40.51,2024-12-04,Pending
Spain,France,36.11,2024-09-11,Delivered
Germany,Italy,1.51,2024-12-01,Delivered
Tunisia,France,28.44,2024-04-15,Delivered
Tunisia,France,0.91,2024-03-10,In Transit
Tunisia,Germany,46.15,2024-09-22,Pending
USA,Italy,44.5,2024-03-07,Pending
USA,France,11.38,2024-01-04,Pending
Spain,Germany,7.95,2024-06-08,In Transit
Germany,France,35.41,2024-02-14,In Transit
Tunisia,Germany,7.95,2024-07-05,Pending
USA,UK,39.06,2024-04-11,Delivered
Tunisia,France,7.95,2024-07-11,Delivered
USA,France,35.52,2024-01-28,Delivered
Tunisia,Italy,7.95,2024-12-24,Pending
Tunisia,France,35.16,2024-01-07,Delivered
Tunisia,France,7.95,2024-01-02,Delivered
Germany,France,7.95,2024-04-21,In Transit
Germany,UK,15.53,2024-11-08,In Transit
USA,France,43.87,2024-12-03,Pending
Tunisia,France,7.95,2024-03-28,In Transit
China,France,-6.69,2024-04-28,In Transit
USA,France,38.37,2024-02-27,In Transit
Spain,France,28.36,2024-06-04,Delivered
USA,Germany,0.51,2024-10-09,In Transit
China,France,2.1,2024-10-09,Pending
Germany,Italy,21.7,2024-01-01,Delivered
China,France,-9.11,2024-04-12,Pending
Tunisia,France,28.01,2024-10-09,Delivered
Germany,France,39.35,2024-03-23,In Transit
Spain,Germany,-4.15,2024-08-10,Delivered
Tunisia,Germany,26.86,2024-07-17,Delivered
Germany,France,7.95,2024-07-04,In Transit
Tunisia,UK,0.61,2024-10-09,Pending
USA,UK,30.64,2024-10-26,In Transit
Tunisia,Germany,21.18,2024-10-09,In Transit
USA,Italy,31.81,2024-05-28,Delivered
China,UK,26.97,2024-09-21,Pending
Spain,France,17.79,2024-02-22,Delivered
Tunisia,UK,-2.39,2024-01-07,In Transit
Germany,France,-3.64,2024-06-27,Pending
Spain,France,42.02,2024-09-02,In Transit
Germany,UK,11.0,2024-08-12,Pending
China,France,7.03,2024-07-12,Delivered
Tunisia,Italy,7.08,2024-10-09,In Transit
USA,UK,-6.5,2024-04-26,In Transit
USA,Germany,45.85,2024-06-09,Delivered
USA,France,0.33,2024-11-19,Pending
Germany,France,11.85,2024-05-15,Delivered
Tunisia,UK,7.95,2024-04-05,Pending
Germany,Italy,40.79,2024-02-12,Pending
Tunisia,Italy,15.97,2024-11-07,Delivered
Spain,Italy,27.53,2024-10-09,Pending
USA,Germany,30.18,2024-01-13,Delivered
Germany,UK,6.55,2024-12-20,Delivered
Spain,UK,38.33,2024-10-09,Delivered
China,France,46.5,2024-01-22,Pending
USA,UK,0.28,2024-03-13,Pending
Germany,Germany,44.5,2024-11-17,Delivered
USA,France,13.9,2024-11-06,In Transit
Spain,UK,7.95,2024-07-10,Pending
China,France,-7.62,2024-10-19,Delivered
China,France,12.62,2024-08-05,Pending
Spain,Italy,28.18,2024-09-06,In Transit
Germany,UK,3.61,2024-08-19,Delivered
Tunisia,Germany,-2.86,2024-01-16,Pending
China,UK,16.1,2024-10-09,Delivered
Spain,UK,49.5,2024-10-13,In Transit
Tunisia,France,7.95,2024-01-23,In Transit
Tunisia,France,10.06,2024-12-28,In Transit
Tunisia,France,47.11,2024-04-24,Delivered
